all_families_for_molecule,canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources,target_family
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_f25b6c8f72c6a6dc,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_4f4cc97202a9ac51,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_55211409f19ae8e3,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_3cd5aa628fda9b6c,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 11], [5, 11], [1, 5, 11]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_471f762b5f37fbb9,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_cbac2661c07d1eaf,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_e12bfb66958b1b40,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""site_set_mismatch""]",dup_8323befe85d4797b,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [1, 5]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_9d0158972796b382,3,"[""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 11], [5, 11], [1, 5, 11]]","[""sertraline"", ""sertraline"", ""VGKDLMBJGBXTGI-SJCJKPOMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2D6"", ""CYP3A4""]",CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,"[""site_set_mismatch""]",dup_e1fd5ed0ef6df400,3,"[""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [3, 8]]","[""N_desacetyl_indiplon"", ""N_desacetyl_indiplon"", ""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2D6"", ""CYP3A4""]",CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,"[""site_set_mismatch""]",dup_b70c99f7c65bb401,3,"[""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [3, 8]]","[""N_desacetyl_indiplon"", ""N_desacetyl_indiplon"", ""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2D6"", ""CYP3A4""]",CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,"[""site_set_mismatch""]",dup_dd8ae1f6595015bc,3,"[""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [3, 8]]","[""N_desacetyl_indiplon"", ""N_desacetyl_indiplon"", ""QBXROYPDQTVONF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C19"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_9b3f939cfd90527f,3,"[""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[15, 21], [15, 21], [6, 9, 15, 16, 18, 21]]","[""MOP-13031"", ""MOP-13031"", ""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2C19"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_3e4ac7a4ed607aa3,3,"[""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[15, 21], [15, 21], [6, 9, 15, 16, 18, 21]]","[""MOP-13031"", ""MOP-13031"", ""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2C19"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_20db822883bec37b,3,"[""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[15, 21], [15, 21], [6, 9, 15, 16, 18, 21]]","[""MOP-13031"", ""MOP-13031"", ""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP2C19"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_4d76c1e2975e9c1a,3,"[""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[15, 21], [15, 21], [6, 9, 15, 16, 18, 21]]","[""MOP-13031"", ""MOP-13031"", ""JPXPPUOCSLMCHK-CQSZACIVSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"[""site_set_mismatch""]",dup_cf78c37981ebcf1d,3,"[""HYIMSNHJOBLJNT-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[12, 13], [12, 13], [7, 8, 9, 12, 13, 14]]","[""nifedipine"", ""nifedipine"", ""HYIMSNHJOBLJNT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2D6"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""site_set_mismatch""]",dup_9bd0adfc3048ff2d,3,"[""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[15, 22], [15, 22], [6, 9, 15, 16, 18, 22]]","[""pranidipine"", ""pranidipine"", ""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2D6"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""site_set_mismatch""]",dup_6d055f13505fbec3,3,"[""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[15, 22], [15, 22], [6, 9, 15, 16, 18, 22]]","[""pranidipine"", ""pranidipine"", ""XTFPDGZNWTZCMF-HDFUYHJRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_134126d761a30a7f,3,"[""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 15], [5, 15], [1, 5, 6, 9, 15, 16, 18, 22]]","[""nicardipine"", ""nicardipine"", ""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_bcb59896717aba47,3,"[""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 15, 22], [5, 15, 22], [1, 5]]","[""nicardipine"", ""nicardipine"", ""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_b96040f697b48602,3,"[""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 15, 22], [5, 15, 22], [1, 5, 6, 9, 15, 16, 18, 22]]","[""nicardipine"", ""nicardipine"", ""ZBBHBTPTTSWHBA-XMMPIXPASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2A6"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a69302a2d091f44c,3,"[""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 15, 22, 30], [11, 15, 22, 30], [2, 5, 8, 11, 15, 17, 18, 22]]","[""barnidipine"", ""barnidipine"", ""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP2A6"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_be3234600d21cc1b,3,"[""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 15, 22, 30], [11, 15, 22, 30], [2, 5, 8, 11, 15, 17, 18, 22]]","[""barnidipine"", ""barnidipine"", ""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2A6"", ""CYP2C8"", ""CYP2D6"", ""CYP3A4""]",COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_6cc2493a8eb81143,3,"[""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 15, 22, 30], [11, 15, 22, 30], [2, 5, 8, 11, 15, 17, 18, 22]]","[""barnidipine"", ""barnidipine"", ""VXMOONUMYLCFJD-DHLKQENFSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)C(O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_7750398d66d920d5,3,"[""AHXICHPPXIGCBN-FUSIMWJJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[25, 34, 35, 49, 50, 51], [25, 34, 35, 49, 50, 51], [25, 34, 35, 49, 50, 51]]","[""bms_275183"", ""bms_275183"", ""AHXICHPPXIGCBN-AQYLXIGCSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_16de91a92f73805b,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_12c6c76781b60982,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_6916c84e6b2b814f,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_80e99fbadcdc5b11,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_7c65c0ccdafceabe,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,"[""site_set_mismatch""]",dup_0f6a13458bb499ed,3,"[""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[17], [17], [8, 17, 19, 20]]","[""clopidogrel"", ""clopidogrel"", ""GKTWGGQPFAXNFI-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP3A4""]",COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_f1ef20ee1f7696fc,3,"[""JUKPWJGBANNWMW-VWBFHTRKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[10, 29], [10, 29], [10, 29]]","[""eplerenone"", ""eplerenone"", ""JUKPWJGBANNWMW-VWBFHTRKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP3A4""]",COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_a60e91ef69c5ee90,3,"[""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[2], [2], [2, 8]]","[""2-oxo-clopidogrel"", ""2-oxo-clopidogrel"", ""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP3A4""]",COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_96841677f9edd3df,3,"[""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[2], [2], [2, 8]]","[""2-oxo-clopidogrel"", ""2-oxo-clopidogrel"", ""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP3A4""]",COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_59bf48b287bf2215,3,"[""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[2], [2], [2, 8]]","[""2-oxo-clopidogrel"", ""2-oxo-clopidogrel"", ""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2B6"", ""CYP2C19"", ""CYP2C9"", ""CYP3A4""]",COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_09686681060f43fa,3,"[""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[2], [2], [2, 8]]","[""2-oxo-clopidogrel"", ""2-oxo-clopidogrel"", ""AZRUDPJZBRJPHU-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP3A4""]",COC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@H]2CC[C@@H]1N2C,"[""site_set_mismatch""]",dup_ce7aab235f7067f6,3,"[""ZPUCINDJVBIVPJ-LXTVHRRPSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [8, 10]]","[""cocaine"", ""cocaine"", ""ZPUCINDJVBIVPJ-LXTVHRRPSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2D6"", ""CYP3A4""]",COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_d92ca4b1e3d96596,3,"[""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 7], [2, 7], [2, 7]]","[""yohimbine"", ""yohimbine"", ""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP2D6"", ""CYP3A4""]",COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@H]1O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_af388b04c71ff36b,3,"[""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 7], [2, 7], [2, 7]]","[""yohimbine"", ""yohimbine"", ""BLGXFZZNTVWLAY-CCZXDCJGSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2D6"", ""CYP3A4""]",COC(=O)c1c(C)nc(C)c(C(=O)OC/C=C/c2ccccc2)c1-c1cccc([N+](=O)[O-])c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_c00223e42ca637a8,3,"[""UZYMZRZCYLNXQU-DHZHZOJOSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[31], [31], [12, 21]]","[""dehydropranidipine"", ""dehydropranidipine"", ""UZYMZRZCYLNXQU-DHZHZOJOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
