all_families_for_molecule,canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources,target_family
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""site_set_mismatch""]",dup_c7fb5aaf6901d1eb,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[14], [14], [3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_e44b7498f253170b,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""single_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 14], [1, 14], [3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""site_set_mismatch""]",dup_0716bed4e72f83ef,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[14], [14], [3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""site_set_mismatch""]",dup_b2d27c98ad54df2c,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[14], [14], [3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""site_set_mismatch""]",dup_a19e0cc03a2b12c1,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[14], [14], [3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5d3d99de974f65fd,3,"[""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 14], [1, 14], [1, 3, 14]]","[""flunitrazepam"", ""flunitrazepam"", ""PPTYJKAXVCCBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C19"", ""CYP2C9""]",CN1C(=O)NC(=O)[C@](C)(C2=CCCCC2)C1=O,[],dup_5e937821947ecacf,3,"[""UYXAWHWODHRRMR-LBPRGKRZSA-N""]","[""single_exact""]",exact_agreement,1,"[[15], [15], [15]]","[""hexobarbital"", ""hexobarbital"", ""UYXAWHWODHRRMR-LBPRGKRZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2C19"", ""CYP2C9""]",CN1C(=O)NC(=O)[C@](C)(C2=CCCCC2)C1=O,[],dup_9eb9e7f3b7d71431,1,"[""UYXAWHWODHRRMR-LBPRGKRZSA-N""]","[""single_exact""]",single_source,1,[[15]],"[""UYXAWHWODHRRMR-LBPRGKRZSA-N""]","[""MetXBioDB""]",CYP2C9
"[""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CN1C(=O)OC(C)(C)C1=O,"[""site_set_mismatch""]",dup_14dd7d20a06acb0c,3,"[""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [5, 8]]","[""trimethadione"", ""trimethadione"", ""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CN1C(=O)OC(C)(C)C1=O,"[""site_set_mismatch""]",dup_5314b4874c278d14,3,"[""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [5, 8]]","[""trimethadione"", ""trimethadione"", ""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CN1C(=O)OC(C)(C)C1=O,"[""site_set_mismatch""]",dup_a75d73814038d54c,3,"[""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [5, 8]]","[""trimethadione"", ""trimethadione"", ""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP2C8"", ""CYP2C9"", ""CYP2E1"", ""CYP3A4""]",CN1C(=O)OC(C)(C)C1=O,"[""site_set_mismatch""]",dup_ed9b99042c6b7c2e,3,"[""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[8], [8], [5, 8]]","[""trimethadione"", ""trimethadione"", ""IRYJRGCIQBGHIV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_24a00f5c65f3668a,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_1d95ad5e4e7957e1,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_a9101bb3a99cfd69,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_6f7fa8b0a83784ef,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP3A4""]",CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""site_set_mismatch""]",dup_9dc2d3e21b3761ae,3,"[""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[16], [16], [15, 16]]","[""temazepam"", ""temazepam"", ""SEQDDYPDSLOBDC-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C9""]",CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,[],dup_23190c1f7b4a8c39,3,"[""QYSPLQLAKJAUJT-UHFFFAOYSA-N""]","[""single_exact""]",exact_agreement,1,"[[11], [11], [11]]","[""piroxicam"", ""piroxicam"", ""QYSPLQLAKJAUJT-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2C9""]",CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,[],dup_bba4724744704f54,3,"[""WLHQHAUOOXYABV-UHFFFAOYSA-N""]","[""single_exact""]",exact_agreement,1,"[[11], [11], [11]]","[""lornoxicam"", ""lornoxicam"", ""WLHQHAUOOXYABV-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP2D6""]",CN1CC=C(c2ccccc2)CC1,"[""site_set_mismatch""]",dup_f6f9b6f843c568a4,3,"[""PLRACCBDVIHHLZ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 2], [0, 2], [0, 1, 2]]","[""mptp"", ""mptp"", ""PLRACCBDVIHHLZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP3A4""]",CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,[],dup_afb3396aca9e8aa3,1,"[""FIADGNVRKBPQEU-UHFFFAOYSA-N""]","[""single_exact""]",single_source,1,[[5]],"[""pizotifen""]","[""Peng_external""]",CYP3A4
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,[],dup_c30ca6561fca0451,2,"[""SLVMESMUVMCQIY-AKJBCIBTSA-N""]","[""single_exact""]",exact_agreement,1,"[[24], [24]]","[""mesoridazine"", ""mesoridazine""]","[""ATTNSOM"", ""CYP_DBs_external""]",CYP1A2
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,[],dup_b5470064feb76ab8,2,"[""SLVMESMUVMCQIY-AKJBCIBTSA-N""]","[""single_exact""]",exact_agreement,1,"[[24], [24]]","[""mesoridazine"", ""mesoridazine""]","[""ATTNSOM"", ""CYP_DBs_external""]",CYP2C19
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,[],dup_ca64b2ba301b06b5,3,"[""SLVMESMUVMCQIY-AKJBCIBTSA-N""]","[""single_exact""]",exact_agreement,1,"[[24], [24], [24]]","[""mesoridazine"", ""mesoridazine"", ""SLVMESMUVMCQIY-AKJBCIBTSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,[],dup_2138d6eccc7692ad,2,"[""SLVMESMUVMCQIY-AKJBCIBTSA-N""]","[""single_exact""]",exact_agreement,1,"[[24], [24]]","[""mesoridazine"", ""mesoridazine""]","[""ATTNSOM"", ""CYP_DBs_external""]",CYP3A4
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""site_set_mismatch""]",dup_783d34bcb1c4c1d1,3,"[""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[21], [21], [0, 21]]","[""azelastine"", ""azelastine"", ""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""site_set_mismatch""]",dup_a90604c8ce452bda,3,"[""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[21], [21], [0, 21]]","[""azelastine"", ""azelastine"", ""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""site_set_mismatch""]",dup_4f5bc422342de35d,3,"[""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[21], [21], [0, 21]]","[""azelastine"", ""azelastine"", ""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2C19"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""site_set_mismatch""]",dup_bee1479d91b20e2f,3,"[""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[21], [21], [0, 21]]","[""azelastine"", ""azelastine"", ""MBUVEWMHONZEQD-GOSISDBHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_e774ded9ceb2fc37,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_29fc9a4f9eb87a67,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_addd644481a7f28e,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_ca9bcee457a85977,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_e81720858b12f531,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,"[""site_set_mismatch""]",dup_4ba221131a0bb32f,3,"[""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[18], [18], [10, 18]]","[""eletriptan"", ""eletriptan"", ""BBMOMQCRLMEOQE-RTBURBONSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,[],dup_721c9085069e234c,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP1A2
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_704605186b97e72b,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 6, 10], [0, 6, 10], [0, 5, 6, 10]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2A6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_ae159f3d3d2535cc,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 6], [0, 6], [0, 5, 6]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2B6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,[],dup_49983c4d0d27d332,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,[],dup_c48866d619b776a8,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,[],dup_da67d873dd7aa753,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_ee9e1ff1a7374ab2,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 6], [0, 6], [0, 5, 6]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2D6
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,[],dup_25c697bb8b87d436,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2E1
"[""CYP1A2"", ""CYP2A6"", ""CYP2B6"", ""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP2E1"", ""CYP3A4""]",CN1CCC[C@H]1c1cccnc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c1348f7a9f329d2d,3,"[""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[0, 6], [0, 6], [0, 5, 6]]","[""nicotine"", ""nicotine"", ""SNICXCGAKADSCV-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2D6"", ""CYP3A4""]",CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,[],dup_2dd103ba3fb103c1,1,"[""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""single_exact""]",single_source,1,"[[20, 35]]","[""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""MetXBioDB""]",CYP2D6
"[""CYP2D6"", ""CYP3A4""]",CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_7b9ca265af679669,3,"[""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[9, 20, 35], [9, 20, 35], [9, 20, 35]]","[""k_11777"", ""k_11777"", ""RHJLQMVZXQKJKB-FPHSVDBKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP3A4
"[""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,[],dup_53396544c8bd9de0,3,"[""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""multi_exact""]",exact_agreement,1,"[[11, 21], [11, 21], [11, 21]]","[""zopiclone"", ""zopiclone"", ""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C19
"[""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_bd3060e7bc7aaccb,3,"[""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 21], [11, 21], [11, 21]]","[""zopiclone"", ""zopiclone"", ""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C8
"[""CYP2C19"", ""CYP2C8"", ""CYP2C9"", ""CYP2D6"", ""CYP3A4""]",CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_df4fe3f40faf2604,3,"[""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[11, 21], [11, 21], [11, 21]]","[""zopiclone"", ""zopiclone"", ""GBBSUAFBMRNDJC-INIZCTEOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]",CYP2C9
