all_labeled_site_atoms,annotation_family,annotation_label_regime,citation,doi,duplicate_group_id,enzyme_family,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
"[15, 21]",CYP2E1,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_20db822883bec37b,CYP2E1,conflict_preserved,multi_exact,MOP-13031,"[15, 21]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,MOP-13031,[]
"[15, 21]",CYP2E1,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_20db822883bec37b,CYP2E1,conflict_preserved,multi_exact,MOP-13031,"[15, 21]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,MOP-13031,[]
"[6, 9, 15, 16, 18, 21]",CYP2E1,broad_region,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_20db822883bec37b,CYP2E1,conflict_preserved,broad_region,JPXPPUOCSLMCHK-CQSZACIVSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JPXPPUOCSLMCHK-CQSZACIVSA-N,[]
"[15, 21]",CYP3A4,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_4d76c1e2975e9c1a,CYP3A4,conflict_preserved,multi_exact,MOP-13031,"[15, 21]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,MOP-13031,[]
"[15, 21]",CYP3A4,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_4d76c1e2975e9c1a,CYP3A4,conflict_preserved,multi_exact,MOP-13031,"[15, 21]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,MOP-13031,[]
"[6, 9, 15, 16, 18, 21]",CYP3A4,broad_region,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_4d76c1e2975e9c1a,CYP3A4,conflict_preserved,broad_region,JPXPPUOCSLMCHK-CQSZACIVSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JPXPPUOCSLMCHK-CQSZACIVSA-N,[]
"[12, 13]",CYP3A4,multi_exact,"Guengerich et al.,J. Biol. Chem.,261,5051,1986",,dup_cf78c37981ebcf1d,CYP3A4,partial_agreement_union,multi_exact,nifedipine,"[12, 13]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,nifedipine,[]
"[12, 13]",CYP3A4,multi_exact,"Guengerich et al.,J. Biol. Chem.,261,5051,1986",,dup_cf78c37981ebcf1d,CYP3A4,partial_agreement_union,multi_exact,nifedipine,"[12, 13]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,nifedipine,[]
"[7, 8, 9, 12, 13, 14]",CYP3A4,multi_exact,"Guengerich et al.,J. Biol. Chem.,261,5051,1986 PMID: 3514607",,dup_cf78c37981ebcf1d,CYP3A4,partial_agreement_union,multi_exact,nifedipine,"[12, 13]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,HYIMSNHJOBLJNT-UHFFFAOYSA-N,[]
"[15, 22]",CYP2D6,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_9bd0adfc3048ff2d,CYP2D6,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,pranidipine,[]
"[15, 22]",CYP2D6,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_9bd0adfc3048ff2d,CYP2D6,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,pranidipine,[]
"[6, 9, 15, 16, 18, 22]",CYP2D6,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999 PMID: 9929520",,dup_9bd0adfc3048ff2d,CYP2D6,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XTFPDGZNWTZCMF-HDFUYHJRSA-N,[]
"[15, 22]",CYP3A4,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_6d055f13505fbec3,CYP3A4,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,pranidipine,[]
"[15, 22]",CYP3A4,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999",,dup_6d055f13505fbec3,CYP3A4,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,pranidipine,[]
"[6, 9, 15, 16, 18, 22]",CYP3A4,multi_exact,"Kudo et al.,Drug Metab. Disp.,27,303,1999 PMID: 9929520",,dup_6d055f13505fbec3,CYP3A4,partial_agreement_union,multi_exact,pranidipine,"[15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XTFPDGZNWTZCMF-HDFUYHJRSA-N,[]
[5],CYP1A2,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_50a153d98ba6f542,CYP1A2,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,nicardipine,[]
[5],CYP1A2,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_50a153d98ba6f542,CYP1A2,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,nicardipine,[]
[5],CYP2A6,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_ee3f7c24c27d8cc8,CYP2A6,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2A6.sdf,nicardipine,[]
[5],CYP2A6,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_ee3f7c24c27d8cc8,CYP2A6,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2A6.sdf,nicardipine,[]
[5],CYP2B6,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_ee506d0a6a188717,CYP2B6,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2B6.sdf,nicardipine,[]
[5],CYP2B6,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_ee506d0a6a188717,CYP2B6,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2B6.sdf,nicardipine,[]
[5],CYP2C19,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_1c1e206135a218fa,CYP2C19,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,nicardipine,[]
[5],CYP2C19,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_1c1e206135a218fa,CYP2C19,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,nicardipine,[]
"[5, 15]",CYP2C8,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_134126d761a30a7f,CYP2C8,partial_agreement_union,tiered_multisite,nicardipine,[5],[15],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,nicardipine,[]
"[5, 15]",CYP2C8,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_134126d761a30a7f,CYP2C8,partial_agreement_union,tiered_multisite,nicardipine,[5],[15],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,nicardipine,[]
"[1, 5, 6, 9, 15, 16, 18, 22]",CYP2C8,multi_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005 PMID:15863898",,dup_134126d761a30a7f,CYP2C8,partial_agreement_union,tiered_multisite,nicardipine,"[5, 15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZBBHBTPTTSWHBA-XMMPIXPASA-N,[]
[5],CYP2C9,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",,dup_ddd8b34aa0ff266e,CYP2C9,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,nicardipine,[]
[5],CYP2C9,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",,dup_ddd8b34aa0ff266e,CYP2C9,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,nicardipine,[]
"[5, 15, 22]",CYP2D6,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_bcb59896717aba47,CYP2D6,partial_agreement_union,tiered_multisite,nicardipine,"[15, 22]",[5],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,nicardipine,[]
"[5, 15, 22]",CYP2D6,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_bcb59896717aba47,CYP2D6,partial_agreement_union,tiered_multisite,nicardipine,"[15, 22]",[5],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,nicardipine,[]
"[1, 5]",CYP2D6,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005 PMID:15863898",,dup_bcb59896717aba47,CYP2D6,partial_agreement_union,tiered_multisite,nicardipine,[5],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZBBHBTPTTSWHBA-XMMPIXPASA-N,[]
[5],CYP2E1,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_eb02c73c5e58c4fb,CYP2E1,exact_agreement,single_exact,nicardipine,[5],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2E1.sdf,nicardipine,[]
[5],CYP2E1,single_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_eb02c73c5e58c4fb,CYP2E1,exact_agreement,single_exact,nicardipine,[5],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2E1.sdf,nicardipine,[]
"[5, 15, 22]",CYP3A4,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_b96040f697b48602,CYP3A4,partial_agreement_union,tiered_multisite,nicardipine,[5],"[15, 22]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,nicardipine,[]
"[5, 15, 22]",CYP3A4,tiered_multisite,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005",10.1248/bpb.28.882,dup_b96040f697b48602,CYP3A4,partial_agreement_union,tiered_multisite,nicardipine,[5],"[15, 22]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,nicardipine,[]
"[1, 5, 6, 9, 15, 16, 18, 22]",CYP3A4,multi_exact,"Nakamura et al.,Biol. Pharm. Bull.,28,882,2005 PMID:15863898",,dup_b96040f697b48602,CYP3A4,partial_agreement_union,tiered_multisite,nicardipine,"[5, 15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZBBHBTPTTSWHBA-XMMPIXPASA-N,[]
"[11, 15, 22, 30]",CYP2A6,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_a69302a2d091f44c,CYP2A6,partial_agreement_union,tiered_multisite,barnidipine,[15],[30],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2A6.sdf,barnidipine,"[11, 22]"
"[11, 15, 22, 30]",CYP2A6,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_a69302a2d091f44c,CYP2A6,partial_agreement_union,tiered_multisite,barnidipine,[15],[30],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2A6.sdf,barnidipine,"[11, 22]"
"[2, 5, 8, 11, 15, 17, 18, 22]",CYP2A6,multi_exact,"Teramura et al.,Xenobiotica,27,885,1997",,dup_a69302a2d091f44c,CYP2A6,partial_agreement_union,tiered_multisite,barnidipine,"[11, 15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VXMOONUMYLCFJD-DHLKQENFSA-N,[]
"[11, 15, 22, 30]",CYP2C8,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_27b648ee5806c373,CYP2C8,exact_agreement,tiered_multisite,barnidipine,[30],"[11, 22]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,barnidipine,[15]
"[11, 15, 22, 30]",CYP2C8,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_27b648ee5806c373,CYP2C8,exact_agreement,tiered_multisite,barnidipine,[30],"[11, 22]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,barnidipine,[15]
"[11, 15, 22, 30]",CYP2D6,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_be3234600d21cc1b,CYP2D6,partial_agreement_union,tiered_multisite,barnidipine,[15],[30],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,barnidipine,"[11, 22]"
"[11, 15, 22, 30]",CYP2D6,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_be3234600d21cc1b,CYP2D6,partial_agreement_union,tiered_multisite,barnidipine,[15],[30],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,barnidipine,"[11, 22]"
"[2, 5, 8, 11, 15, 17, 18, 22]",CYP2D6,multi_exact,"Teramura et al.,Xenobiotica,27,885,1997",,dup_be3234600d21cc1b,CYP2D6,partial_agreement_union,tiered_multisite,barnidipine,"[11, 15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VXMOONUMYLCFJD-DHLKQENFSA-N,[]
"[11, 15, 22, 30]",CYP3A4,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_6cc2493a8eb81143,CYP3A4,partial_agreement_union,tiered_multisite,barnidipine,[15],"[11, 22]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,barnidipine,[30]
"[11, 15, 22, 30]",CYP3A4,tiered_multisite,"Teramura et al.,Xenobiotica,27,885,1997",0049-8254/97,dup_6cc2493a8eb81143,CYP3A4,partial_agreement_union,tiered_multisite,barnidipine,[15],"[11, 22]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,barnidipine,[30]
"[2, 5, 8, 11, 15, 17, 18, 22]",CYP3A4,multi_exact,"Teramura et al.,Xenobiotica,27,885,1997",,dup_6cc2493a8eb81143,CYP3A4,partial_agreement_union,tiered_multisite,barnidipine,"[11, 15, 22]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,VXMOONUMYLCFJD-DHLKQENFSA-N,[]
"[25, 34, 35, 49, 50, 51]",CYP3A4,tiered_multisite,"Zhang et al.,Drug Metab. Disp.,37,710,2009",,dup_7750398d66d920d5,CYP3A4,partial_agreement_union,tiered_multisite,bms_275183,"[49, 50, 51]","[25, 34, 35]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,bms_275183,[]
"[25, 34, 35, 49, 50, 51]",CYP3A4,tiered_multisite,"Zhang et al.,Drug Metab. Disp.,37,710,2009",,dup_7750398d66d920d5,CYP3A4,partial_agreement_union,tiered_multisite,bms_275183,"[49, 50, 51]","[25, 34, 35]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,bms_275183,[]
"[25, 34, 35, 49, 50, 51]",CYP3A4,multi_exact,"Zhang et al.,Drug Metab. Disp.,37,710,2009 PMID: 19158314",,dup_7750398d66d920d5,CYP3A4,partial_agreement_union,tiered_multisite,bms_275183,"[25, 34, 35, 49, 50, 51]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,AHXICHPPXIGCBN-AQYLXIGCSA-N,[]
[17],CYP1A2,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_16de91a92f73805b,CYP1A2,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/1A2.sdf,clopidogrel,[]
[17],CYP1A2,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_16de91a92f73805b,CYP1A2,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/1A2.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP1A2,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_16de91a92f73805b,CYP1A2,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP2B6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99",10.1124/dmd.109.029132,dup_12c6c76781b60982,CYP2B6,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2B6.sdf,clopidogrel,[]
[17],CYP2B6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99",10.1124/dmd.109.029132,dup_12c6c76781b60982,CYP2B6,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2B6.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP2B6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_12c6c76781b60982,CYP2B6,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP2C19,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_6916c84e6b2b814f,CYP2C19,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C19.sdf,clopidogrel,[]
[17],CYP2C19,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_6916c84e6b2b814f,CYP2C19,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C19.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP2C19,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_6916c84e6b2b814f,CYP2C19,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP2C8,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_80e99fbadcdc5b11,CYP2C8,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C8.sdf,clopidogrel,[]
[17],CYP2C8,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_80e99fbadcdc5b11,CYP2C8,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C8.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP2C8,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_80e99fbadcdc5b11,CYP2C8,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP2C9,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_7c65c0ccdafceabe,CYP2C9,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2C9.sdf,clopidogrel,[]
[17],CYP2C9,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_7c65c0ccdafceabe,CYP2C9,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2C9.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP2C9,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_7c65c0ccdafceabe,CYP2C9,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP2D6,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_0f6a13458bb499ed,CYP2D6,partial_agreement_union,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2D6.sdf,clopidogrel,[]
[17],CYP2D6,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_0f6a13458bb499ed,CYP2D6,partial_agreement_union,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2D6.sdf,clopidogrel,[]
"[8, 17, 19, 20]",CYP2D6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99 PMID: 19812348 
Dansette et al.,Chem. Res. Toxicol.,22,369,2009 PMID: 19170597",,dup_0f6a13458bb499ed,CYP2D6,partial_agreement_union,single_exact,clopidogrel,[17],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GKTWGGQPFAXNFI-OAHLLOKOSA-N,[]
[17],CYP3A4,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_bff8c7b6ad26777e,CYP3A4,exact_agreement,single_exact,clopidogrel,[17],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,clopidogrel,[]
[17],CYP3A4,single_exact,"Dansette et al.,Chem. Res. Toxicol.,22,369,2009",10.1021/tx8004828,dup_bff8c7b6ad26777e,CYP3A4,exact_agreement,single_exact,clopidogrel,[17],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,clopidogrel,[]
"[10, 29]",CYP3A4,tiered_multisite,"Cook et al.,Drug Metab. Disp.,30,1344,2002",,dup_f1ef20ee1f7696fc,CYP3A4,partial_agreement_union,tiered_multisite,eplerenone,[29],[10],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,eplerenone,[]
"[10, 29]",CYP3A4,tiered_multisite,"Cook et al.,Drug Metab. Disp.,30,1344,2002",,dup_f1ef20ee1f7696fc,CYP3A4,partial_agreement_union,tiered_multisite,eplerenone,[29],[10],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,eplerenone,[]
"[10, 29]",CYP3A4,multi_exact,"Cook et al.,Drug Metab. Disp.,30,1344,2002 PMID: 12433801",,dup_f1ef20ee1f7696fc,CYP3A4,partial_agreement_union,tiered_multisite,eplerenone,"[10, 29]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JUKPWJGBANNWMW-VWBFHTRKSA-N,[]
[2],CYP2B6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99",10.1124/dmd.109.029132,dup_a60e91ef69c5ee90,CYP2B6,conflict_preserved,single_exact,2-oxo-clopidogrel,[2],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/2B6.sdf,2-oxo-clopidogrel,[]
[2],CYP2B6,single_exact,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99",10.1124/dmd.109.029132,dup_a60e91ef69c5ee90,CYP2B6,conflict_preserved,single_exact,2-oxo-clopidogrel,[2],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/2B6.sdf,2-oxo-clopidogrel,[]
"[2, 8]",CYP2B6,broad_region,"Kazui et al., Drug Metab. Dispos.,2010, 38, 92-99",,dup_a60e91ef69c5ee90,CYP2B6,conflict_preserved,broad_region,AZRUDPJZBRJPHU-HNNXBMFYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,AZRUDPJZBRJPHU-HNNXBMFYSA-N,[]
