canonical_smiles,conflict_flags,duplicate_group_id,group_size,inchi_keys,label_regimes,merge_policy_used,output_row_count,site_sets,source_record_ids,sources
CCNc1nc(NC(C)C)nc(SC)n1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c4a6961d90fcccf7,3,"[""RQVYBGPQFYCBGX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 10, 14], [2, 10, 14], [2, 9, 10, 12, 14]]","[""ametryne"", ""ametryne"", ""RQVYBGPQFYCBGX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_b7e4f8f96ab50844,3,"[""CGFRGBQJWVFTRF-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 10, 22, 23], [6, 10, 22, 23], [6, 10, 22, 23, 26]]","[""V11294"", ""V11294"", ""CGFRGBQJWVFTRF-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCO,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_b0cc19de9e1ea6e1,3,"[""LFQSCWFLJHTTHZ-UHFFFAOYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[1], [1], [1, 2]]","[""ethanol"", ""ethanol"", ""LFQSCWFLJHTTHZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,"[""site_set_mismatch""]",dup_a9e3540c1336e3af,3,"[""XADCESSVHJOZHK-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[5], [5], [5, 6]]","[""meperidine"", ""meperidine"", ""XADCESSVHJOZHK-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,"[""site_set_mismatch""]",dup_ae842d5e363e4f3c,3,"[""RZTAMFZIAATZDJ-HNNXBMFYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[19, 24], [19, 24], [6, 7, 13, 15, 19, 24]]","[""FELODIPINE"", ""FELODIPINE"", ""RZTAMFZIAATZDJ-HNNXBMFYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,"[""site_set_mismatch""]",dup_b95df0995e305984,3,"[""PVHUJELLJLJGLN-MRXNPFEDSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[8, 10], [8, 10], [8, 9, 10, 11, 12, 13]]","[""nitrendipine"", ""nitrendipine"", ""PVHUJELLJLJGLN-MRXNPFEDSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,"[""label_regime_mismatch"", ""contains_broad_region_label""]",dup_e39669b594247211,3,"[""JXSJBGJIGXNWCI-QMMMGPOBSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[8, 12], [8, 12], [8, 12]]","[""malathion"", ""malathion"", ""JXSJBGJIGXNWCI-QMMMGPOBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,"[""site_set_mismatch""]",dup_185120016e013e6f,3,"[""JCCNYMKQOSZNPW-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[3], [3], [1, 3, 6]]","[""loratadine"", ""loratadine"", ""JCCNYMKQOSZNPW-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOCN(C(=O)CCl)c1c(C)cccc1CC,"[""site_set_mismatch"", ""site_set_disjoint""]",dup_5cc1aa3975095c96,3,"[""VTNQPKFIQCLBDU-UHFFFAOYSA-N""]","[""single_exact""]",conflict_preserved,3,"[[7], [7], [4, 16]]","[""acetochlor"", ""acetochlor"", ""VTNQPKFIQCLBDU-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,"[""site_set_mismatch""]",dup_6ce28db78f771f0d,3,"[""KPRTURMJVWXURQ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[16, 25], [16, 25], [7, 8, 16, 25]]","[""no_1886"", ""no_1886"", ""KPRTURMJVWXURQ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_3dbc9cc6685e9664,3,"[""FHIVAFMUCKRCQO-UHFFFAOYSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[4, 10], [4, 10], [4, 6, 10]]","[""diazinon"", ""diazinon"", ""FHIVAFMUCKRCQO-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_7f9bd8be4b95d615,3,"[""LCCNCVORNKJIRZ-UHFFFAOYSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[4, 10], [4, 10], [4, 6, 10]]","[""parathion"", ""parathion"", ""LCCNCVORNKJIRZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"[""label_regime_mismatch"", ""site_set_mismatch"", ""contains_broad_region_label""]",dup_4932fe7644cbb6aa,3,"[""SBPBAQFWLVIOKP-UHFFFAOYSA-N""]","[""broad_region"", ""multi_exact""]",conflict_preserved,3,"[[4, 10], [4, 10], [4, 6, 10]]","[""chlorpyrifos"", ""chlorpyrifos"", ""SBPBAQFWLVIOKP-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCO[C@H]1O[C@@H]2O[C@]3(C)CCC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]24OO3,"[""site_set_mismatch""]",dup_4f2c2b53928d53c0,3,"[""AGXLQRPCBKYRSR-JWETUGRJSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1, 2]]","[""beta_arteether"", ""beta_arteether"", ""AGXLQRPCBKYRSR-JWETUGRJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_a3d52790fe66874b,3,"[""FAEKWTJYAYMJKF-QHCPKHFHSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 14, 15, 17, 19, 26], [1, 14, 15, 17, 19, 26], [1, 14, 15, 17, 19, 23, 26, 27]]","[""repaglinide"", ""repaglinide"", ""FAEKWTJYAYMJKF-QHCPKHFHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccc(NC(C)=O)cc1,"[""site_set_mismatch""]",dup_ee0241e48abc073f,3,"[""CPJSUEIXXCENMM-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[12], [12], [10, 12]]","[""phenacetin"", ""phenacetin"", ""CPJSUEIXXCENMM-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccc2c(CCl)cc(=O)oc2c1,"[""site_set_mismatch""]",dup_9e095e7a7945b691,3,"[""RWMRBNNWQLUEFX-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[6], [6], [2, 6]]","[""4-chloromethyl-7-ethoxycoumarin"", ""4-chloromethyl-7-ethoxycoumarin"", ""RWMRBNNWQLUEFX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,"[""site_set_mismatch"", ""site_set_disjoint""]",dup_fec4d94eb7656a54,3,"[""OGDVEMNWJVYAJL-LEPYJNQMSA-N""]","[""single_exact""]",conflict_preserved,3,"[[3], [3], [2, 8]]","[""ethylmorphine"", ""ethylmorphine"", ""OGDVEMNWJVYAJL-LEPYJNQMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccc2ccc(=O)oc2c1,"[""site_set_mismatch""]",dup_2fa4e3b60b2e158d,3,"[""LIFAQMGORKPVDH-UHFFFAOYSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[6], [6], [2, 6]]","[""7-ethoxycoumarin"", ""7-ethoxycoumarin"", ""LIFAQMGORKPVDH-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_dad2270e4a6183e5,3,"[""DRHKJLXJIQTDTD-OAHLLOKOSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[6, 9], [6, 9], [3, 6, 9, 15]]","[""tamsulosin"", ""tamsulosin"", ""DRHKJLXJIQTDTD-OAHLLOKOSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_517bb9d2bc3a22a1,3,"[""CBQGYUDMJHNJBX-OALUTQOASA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[1, 5, 6], [1, 5, 6], [1, 2, 5, 6]]","[""reboxetine"", ""reboxetine"", ""CBQGYUDMJHNJBX-OALUTQOASA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@@H](Cc1ccc2c(c1)OCO2)NC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c5ca9f2b0df7e8b8,3,"[""USWVWJSAJAEEHQ-JTQLQIEISA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 13], [2, 13], [2, 3, 5, 8, 13]]","[""MBDB"", ""MBDB"", ""USWVWJSAJAEEHQ-JTQLQIEISA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_627e4de97f41aaa7,3,"[""XBMIVRRWGCYBTQ-XMSQKQJNSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[4, 9], [4, 9], [4, 9, 19]]","[""laam"", ""laam"", ""XBMIVRRWGCYBTQ-XMSQKQJNSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_44f49051f7297bd2,3,"[""VWCUGCYZZGRKEE-DYESRHJHSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[4], [4], [4, 19]]","[""nor_laam"", ""nor_laam"", ""VWCUGCYZZGRKEE-DYESRHJHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_354b579e5fb8789b,3,"[""AUVVAXYIELKVAI-UWBTVBNJSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[8, 21, 26], [8, 21, 26], [3, 5, 8, 21, 26, 33]]","[""emetine"", ""emetine"", ""AUVVAXYIELKVAI-UWBTVBNJSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@@H]1C[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@H]13,"[""site_set_mismatch""]",dup_7d2efc01abb7f5ba,3,"[""HSIBGVUMFOSJPD-NPPSGXECSA-N""]","[""single_exact""]",partial_agreement_union,1,"[[0], [0], [0, 5]]","[""ibogaine"", ""ibogaine"", ""HSIBGVUMFOSJPD-NPPSGXECSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_76af796ef9dc43b1,3,"[""PCZOHLXUXFIOCF-BXMDZJJMSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[26], [26], [22, 26]]","[""lovastatin"", ""lovastatin"", ""PCZOHLXUXFIOCF-BXMDZJJMSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_6584060a6d15c2a7,3,"[""VHVPQPYKVGDNFY-ARROIKNCSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[35, 37], [35, 37], [37]]","[""itraconazole"", ""itraconazole"", ""VHVPQPYKVGDNFY-ARROIKNCSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H](N)Cc1ccc2c(c1)OCO2,"[""site_set_mismatch""]",dup_34e6ac1c2dbace2d,3,"[""VHMRXGAIDDCGDU-VIFPVBQESA-N""]","[""single_exact""]",partial_agreement_union,1,"[[1], [1], [1, 5, 8]]","[""BDB"", ""BDB"", ""VHMRXGAIDDCGDU-VIFPVBQESA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,"[""label_regime_mismatch"", ""tier_assignment_mismatch""]",dup_c308995fc8a8f510,3,"[""DQDAYGNAKTZFIW-CYBMUJFWSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 8, 9], [3, 8, 9], [3, 8, 9]]","[""phenprocoumon"", ""phenprocoumon"", ""DQDAYGNAKTZFIW-CYBMUJFWSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_37b0413268caa61f,3,"[""AGOYDEPGAOXOCK-WIQGUNGHSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[5, 11, 34], [5, 11, 34], [5, 11, 31, 34]]","[""CLARITHROMYCIN"", ""CLARITHROMYCIN"", ""AGOYDEPGAOXOCK-WIQGUNGHSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,"[""site_set_mismatch""]",dup_d91b0cc60520342e,3,"[""RXZBMPWDPOLZGW-FZWLNVMRSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[55, 56], [55, 56], [46, 55, 56]]","[""roxithromycin"", ""roxithromycin"", ""RXZBMPWDPOLZGW-FZWLNVMRSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[C@H]1OC[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[C@H](C)[C@@H](O)[C@]1(C)O,"[""site_set_mismatch""]",dup_a02f5295d4cec6a4,3,"[""PGRWHWPTHNFQEN-LQDUVHJKSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[25, 26], [25, 26], [5, 25, 26]]","[""erythromycin"", ""erythromycin"", ""PGRWHWPTHNFQEN-LQDUVHJKSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CC[S@](=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_3836ff59e4ceda00,3,"[""FNELVJVBIYMIMC-DEOSSOPVSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[9, 22], [9, 22], [9]]","[""ethiprole"", ""ethiprole"", ""FNELVJVBIYMIMC-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,"[""site_set_mismatch""]",dup_642e4c8a0c616942,3,"[""UWKQSNNFCGGAFS-XIFFEERXSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[14, 18], [14, 18], [14, 18, 40]]","[""irinotecan"", ""irinotecan"", ""UWKQSNNFCGGAFS-XIFFEERXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,"[""site_set_mismatch""]",dup_024d9d711a0737a9,3,"[""CHBRHODLKOZEPZ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[7, 14], [7, 14], [7, 13, 14]]","[""clotiazepam"", ""clotiazepam"", ""CHBRHODLKOZEPZ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,"[""label_regime_mismatch"", ""site_set_mismatch""]",dup_0196cefca6c56f13,3,"[""HYAFETHFCAUJAY-QGZVFWFLSA-N""]","[""multi_exact"", ""single_exact""]",partial_agreement_union,1,"[[1], [1], [0, 1, 10]]","[""pioglitazone"", ""pioglitazone"", ""HYAFETHFCAUJAY-QGZVFWFLSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_d01107eaa8504182,3,"[""WVQBLGZPHOPPFO-LBPRGKRZSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[18], [18], [8, 9]]","[""metolachlor"", ""metolachlor"", ""WVQBLGZPHOPPFO-LBPRGKRZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1cccc(CC)c1N(COC)C(=O)CCl,"[""label_regime_mismatch"", ""site_set_mismatch"", ""site_set_disjoint"", ""contains_broad_region_label""]",dup_9a24cec9f53edf15,3,"[""XCSGPAVHZFQHGE-UHFFFAOYSA-N""]","[""broad_region"", ""single_exact""]",conflict_preserved,3,"[[16], [16], [7, 8]]","[""alachlor"", ""alachlor"", ""XCSGPAVHZFQHGE-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_8121a192b47db6e1,3,"[""IZBNNCFOBMGTQX-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[3, 10, 19], [3, 10, 19], [3, 10, 19, 21]]","[""etoperidone"", ""etoperidone"", ""IZBNNCFOBMGTQX-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_c333cc6cb09c86db,3,"[""VRBKIVRKKCLPHA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 24, 29], [2, 24, 29], [2, 24, 25, 29]]","[""nefazodone"", ""nefazodone"", ""VRBKIVRKKCLPHA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,"[""site_set_mismatch""]",dup_d2ea23bca642a513,3,"[""QKIWQBLNTSQOLY-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[1, 6, 8, 19], [1, 6, 8, 19], [1, 6, 8, 18, 19]]","[""tpa023"", ""tpa023"", ""QKIWQBLNTSQOLY-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_ef989f69719b1bae,3,"[""SGOOQMRIPALTEL-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 3, 5, 11, 16, 19], [2, 3, 5, 11, 16, 19], [2, 3, 5, 6, 11, 19]]","[""roquinimex"", ""roquinimex"", ""SGOOQMRIPALTEL-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,"[""site_set_mismatch""]",dup_0bbe2c77e0f96446,3,"[""RDOIQAHITMMDAJ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[31, 33], [31, 33], [23, 31, 33]]","[""loperamide"", ""loperamide"", ""RDOIQAHITMMDAJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,"[""site_set_mismatch""]",dup_efdab783220b66c5,3,"[""XMTQQYYKAHVGBJ-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[1, 13], [1, 13], [1, 6, 13]]","[""diuron"", ""diuron"", ""XMTQQYYKAHVGBJ-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,"[""site_set_mismatch""]",dup_f01f505472567006,3,"[""JBIMVDZLSHOPLA-LSCVHKIXSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[0, 3], [0, 3], [0, 3, 18]]","[""olopatadine"", ""olopatadine"", ""JBIMVDZLSHOPLA-LSCVHKIXSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CC/C=C1/c2ccccc2COc2ccccc21,"[""site_set_mismatch""]",dup_4f6f2104259ce235,3,"[""ODQWQRRAPPTVAG-BOPFTXTBSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[2, 7], [2, 7], [2, 7, 14]]","[""doxepin"", ""doxepin"", ""ODQWQRRAPPTVAG-BOPFTXTBSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,"[""site_set_mismatch""]",dup_b7883455e6c95882,3,"[""JURKNVYFZMSNLP-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[7, 11], [7, 11], [7, 11, 14]]","[""cyclobenzaprine"", ""cyclobenzaprine"", ""JURKNVYFZMSNLP-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_3b1a2b30011dac41,3,"[""KRMDCWKBEZIMAB-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 4, 7, 11], [2, 4, 7, 11], [2, 4, 7, 11, 14]]","[""amitriptyline"", ""amitriptyline"", ""KRMDCWKBEZIMAB-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,"[""site_set_mismatch""]",dup_5029a7e4d4de9822,3,"[""GDLIGKIOYRNHDA-UHFFFAOYSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[12, 21], [12, 21], [11, 12, 21]]","[""clomipramine"", ""clomipramine"", ""GDLIGKIOYRNHDA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCCN1c2ccccc2Sc2ccccc21,"[""label_regime_mismatch"", ""site_set_mismatch"", ""tier_assignment_mismatch""]",dup_5c128bcd12bf4554,3,"[""ZGUGWUXLJSTTMA-UHFFFAOYSA-N""]","[""multi_exact"", ""tiered_multisite""]",partial_agreement_union,1,"[[2, 7, 11], [2, 7, 11], [2, 7, 11, 13]]","[""promazine"", ""promazine"", ""ZGUGWUXLJSTTMA-UHFFFAOYSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"[""site_set_mismatch""]",dup_98322b18db457eff,3,"[""WSEQXVZVJXJVFP-FQEVSTJZSA-N""]","[""multi_exact""]",partial_agreement_union,1,"[[1, 2], [1, 2], [1, 2, 7]]","[""citalopram"", ""citalopram"", ""WSEQXVZVJXJVFP-FQEVSTJZSA-N""]","[""ATTNSOM"", ""CYP_DBs_external"", ""MetXBioDB""]"
