all_labeled_site_atoms,annotation_label_regime,citation,doi,duplicate_group_id,merge_policy_used,output_label_regime,output_row_id,primary_site_atoms,secondary_site_atoms,site_source,source_file,source_record_id,tertiary_site_atoms
[20],single_exact,"Cui et al.,Drug Metab. Disp.,33,1459,2005",,dup_a201a6101f938f20,exact_agreement,single_exact,py74,[20],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,py74,[]
[20],single_exact,"Cui et al.,Drug Metab. Disp.,33,1459,2005",,dup_a201a6101f938f20,exact_agreement,single_exact,py74,[20],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,py74,[]
[20],single_exact,"Cui et al.,Drug Metab. Disp.,33,1459,2005 PMID: 16014769",,dup_a201a6101f938f20,exact_agreement,single_exact,py74,[20],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,KWEMUXODTDSRRP-HEHNFIMWSA-N,[]
"[14, 18, 23, 27, 32]",tiered_multisite,"Tachibana et al.,Drug Metab. Disp.,33,1628,2005",10.1124/dmd.105.004903,dup_ba6cfa11b7bc03b0,partial_agreement_union,tiered_multisite,dy_9760e,[23],"[14, 18]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,dy_9760e,"[27, 32]"
"[14, 18, 23, 27, 32]",tiered_multisite,"Tachibana et al.,Drug Metab. Disp.,33,1628,2005",10.1124/dmd.105.004903,dup_ba6cfa11b7bc03b0,partial_agreement_union,tiered_multisite,dy_9760e,[23],"[14, 18]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,dy_9760e,"[27, 32]"
"[1, 2, 14, 15, 18, 20, 23, 27, 32, 33]",multi_exact,"Tachibana et al.,Drug Metab. Disp.,33,1628,2005 PMID: 16049129",,dup_ba6cfa11b7bc03b0,partial_agreement_union,tiered_multisite,dy_9760e,"[14, 18, 23, 27, 32, 33]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,KSWPGVNFLOBEBO-UHFFFAOYSA-N,[]
"[2, 10]",tiered_multisite,"Soucek et al.,Biochem. Phamacol.,53,111,1997",,dup_c770792012015843,partial_agreement_union,tiered_multisite,colchicine,[10],[2],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,colchicine,[]
"[2, 10]",tiered_multisite,"Soucek et al.,Biochem. Phamacol.,53,111,1997",,dup_c770792012015843,partial_agreement_union,tiered_multisite,colchicine,[10],[2],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,colchicine,[]
"[2, 3, 10, 11]",multi_exact,"Soucek et al.,Biochem. Pharmacol.,53,111,1997 PMID: 8960070",,dup_c770792012015843,partial_agreement_union,tiered_multisite,colchicine,"[2, 10]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IAKHMKGGTNLKSZ-MRXNPFEDSA-N,[]
"[7, 13, 19]",tiered_multisite,"Gallagher et al.,Toxicol. App. Pharm.,141,595,1996
X. Y. He, L. L. Tang, S. L. Wang, Q. S. Cai, J. S. Wang, J. Y. Hong, Int. J. Cancer 2006, 118, 2665-2671","0041-008X/96
10.1002/ijc.21665",dup_3dd73bf502b55b0a,partial_agreement_union,tiered_multisite,aflatoxin_b1,[7],"[13, 19]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,aflatoxin_b1,[]
"[7, 13, 19]",tiered_multisite,"Gallagher et al.,Toxicol. App. Pharm.,141,595,1996
X. Y. He, L. L. Tang, S. L. Wang, Q. S. Cai, J. S. Wang, J. Y. Hong, Int. J. Cancer 2006, 118, 2665-2671","0041-008X/96
10.1002/ijc.21665",dup_3dd73bf502b55b0a,partial_agreement_union,tiered_multisite,aflatoxin_b1,[7],"[13, 19]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,aflatoxin_b1,[]
"[7, 13, 19]",single_exact,"Gallagher et al.,Toxicol. App. Pharm.,141,595,1996 PMID: 8975785 
X. Y. He, L. L. Tang, S. L. Wang, Q. S. Cai, J. S. Wang, J. Y. Hong, Int. J. Cancer 2006, 118, 2665-2671 PMID: 16385575",,dup_3dd73bf502b55b0a,partial_agreement_union,tiered_multisite,aflatoxin_b1,[7],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,OQIQSTLJSLGHID-WNWIJWBNSA-N,[]
[4],single_exact,,,dup_8817d444f14ab479,single_source,single_exact,nuciferine,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,nuciferine,[]
"[9, 12, 25]",tiered_multisite,"McKillop et al.,Xenobiotica,35,39,2005",10.1080/00498250400026464,dup_bb073a2bd1f89564,conflict_preserved,tiered_multisite,gefitinib,"[12, 25]",[9],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,gefitinib,[]
"[9, 12, 25]",tiered_multisite,"McKillop et al.,Xenobiotica,35,39,2005",10.1080/00498250400026464,dup_bb073a2bd1f89564,conflict_preserved,tiered_multisite,gefitinib,"[12, 25]",[9],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,gefitinib,[]
"[7, 9]",broad_region,"McKillop et al.,Xenobiotica,35,39,2005 PMID: 15788367",,dup_bb073a2bd1f89564,conflict_preserved,broad_region,XGALLCVXEZPNRQ-UHFFFAOYSA-N,[],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XGALLCVXEZPNRQ-UHFFFAOYSA-N,[]
"[7, 12, 23]",tiered_multisite,"Brienholt et al.,Pharmacol. Toxicol.,93,14,2003",10.1034/j.1600-0773.2003.930102.x,dup_aa90d7557bbf4667,partial_agreement_union,tiered_multisite,tangeretin,[23],[12],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tangeretin,[7]
"[7, 12, 23]",tiered_multisite,"Brienholt et al.,Pharmacol. Toxicol.,93,14,2003",10.1034/j.1600-0773.2003.930102.x,dup_aa90d7557bbf4667,partial_agreement_union,tiered_multisite,tangeretin,[23],[12],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tangeretin,[7]
"[7, 8, 12, 19, 21, 23]",multi_exact,"Brienholt et al.,Pharmacol. Toxicol.,93,14,2003 PMID:12828569",,dup_aa90d7557bbf4667,partial_agreement_union,tiered_multisite,tangeretin,"[7, 12, 23]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ULSUXBXHSYSGDT-UHFFFAOYSA-N,[]
[10],single_exact,"Kuriya et al.,Drug Metab. Disp.,28,73,2000",,dup_052cecd2eefb1829,partial_agreement_union,single_exact,pimobendan,[10],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,pimobendan,[]
[10],single_exact,"Kuriya et al.,Drug Metab. Disp.,28,73,2000",,dup_052cecd2eefb1829,partial_agreement_union,single_exact,pimobendan,[10],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,pimobendan,[]
"[8, 10]",single_exact,"Kuriya, S.-I.; Ohmori, S.; Hino, M.; Ishii, I.; Nakamura, H.; Senda, C.; Igarashi, T.; Kiuchi, M.; Kitada, M. Identification of Cytochrome P450 Isoenzyme(s) Responsible for the Metabolism of Pimobendan in Human Liver Microsomes. Drug Metab. Dispos. 2000, 28, 73??????78.
Kuriya et al.,Drug Metab. Disp.,28,73,2000 PMID:10611143",,dup_052cecd2eefb1829,partial_agreement_union,single_exact,pimobendan,[10],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GLBJJMFZWDBELO-NSHDSACASA-N,[]
[20],single_exact,"Breinholt et al.,Food and Chem. Tox.,40,609,2002",,dup_467dbd35082b157b,partial_agreement_union,single_exact,tamarixetin,[20],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,tamarixetin,[]
[20],single_exact,"Breinholt et al.,Food and Chem. Tox.,40,609,2002",,dup_467dbd35082b157b,partial_agreement_union,single_exact,tamarixetin,[20],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,tamarixetin,[]
"[17, 20]",single_exact,"Breinholt et al.,Food and Chem. Tox.,40,609,2002 PMID:11955666",,dup_467dbd35082b157b,partial_agreement_union,single_exact,tamarixetin,[20],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,FPLMIPQZHHQWHN-UHFFFAOYSA-N,[]
"[16, 21]",tiered_multisite,"R. Azuma, M. Komuro, B. H. Korsch, J. C. Andre, O. Onnagawa, S. R. Black, J. M. Mathews, Xenobiotica 1999, 29, 747-762.",10.1080/004982599238362 ,dup_dd9949f0ed86f472,partial_agreement_union,tiered_multisite,GTS-21,[16],[21],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,GTS-21,[]
"[16, 21]",tiered_multisite,"R. Azuma, M. Komuro, B. H. Korsch, J. C. Andre, O. Onnagawa, S. R. Black, J. M. Mathews, Xenobiotica 1999, 29, 747-762.",10.1080/004982599238362 ,dup_dd9949f0ed86f472,partial_agreement_union,tiered_multisite,GTS-21,[16],[21],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,GTS-21,[]
"[1, 16, 21, 22]",multi_exact,"R. Azuma, M. Komuro, B. H. Korsch, J. C. Andre, O. Onnagawa, S. R. Black, J. M. Mathews, Xenobiotica 1999, 29, 747-762.",,dup_dd9949f0ed86f472,partial_agreement_union,tiered_multisite,GTS-21,"[16, 21]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,RPYWXZCFYPVCNQ-RVDMUPIBSA-N,[]
[33],single_exact,,,dup_6b364ba7bef4bca3,single_source,single_exact,darexaban,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,darexaban,[]
[10],single_exact,"Obach,Drug Metab. Disp.,28,1069,2000",,dup_30fd5bd6e507aba4,partial_agreement_union,single_exact,ezlopitant,[10],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,ezlopitant,[]
[10],single_exact,"Obach,Drug Metab. Disp.,28,1069,2000",,dup_30fd5bd6e507aba4,partial_agreement_union,single_exact,ezlopitant,[10],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,ezlopitant,[]
"[10, 11, 12]",single_exact,"Obach,Drug Metab. Disp.,28,1069,2000",,dup_30fd5bd6e507aba4,partial_agreement_union,single_exact,ezlopitant,[10],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,XPNMCDYOYIKVGB-CONSDPRKSA-N,[]
"[5, 12]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002",10.1124/dmd.30.9.1035,dup_2bd37571d02f30d9,partial_agreement_union,multi_exact,methoxychlor,"[5, 12]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,methoxychlor,[]
"[5, 12]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002",10.1124/dmd.30.9.1035,dup_2bd37571d02f30d9,partial_agreement_union,multi_exact,methoxychlor,"[5, 12]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,methoxychlor,[]
"[5, 9, 10, 12]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002, doi 10.1124/dmd.30.9.1035, PMID:12167570
D. M. Stresser, D. Kupfer, Biochemistry 1997, 36, 2203-2210, doe 10.1021/bi962129k, PMID:9047321",,dup_2bd37571d02f30d9,partial_agreement_union,multi_exact,methoxychlor,"[5, 12]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IAKOZHOLGAGEJT-UHFFFAOYSA-N,[]
"[6, 20, 28]",tiered_multisite,"Tracy et al.,Br. J. Clin. Pharma.,47,545,1999",10.1046/j.136502125.1999.00923.x.,dup_22b0047d941c2716,partial_agreement_union,tiered_multisite,verapamil,[20],[28],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,verapamil,[6]
"[20, 28]",tiered_multisite,"Tracy et al.,Br. J. Clin. Pharma.,47,545,1999",10.1046/j.136502125.1999.00923.x.,dup_22b0047d941c2716,partial_agreement_union,tiered_multisite,verapamil,[20],[28],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,verapamil,[]
"[4, 6, 20, 24, 28]",multi_exact,"Busse et al.,Naunyn-Schmiedeberg's Arch. Pharma.,353,1421,2004
Kroemer, K.; Gautier, J.C.; Beaune, P.; Henderson, C.; Wolf, C.R.; Eichelbaum, M. Identification of P450 Enzymes Involved in Metabolism of Verapamil in Humans. Naunyn Schmiedebergs Arch. Pharmacol. 1993, 348, 332??????337. PMID:8232610
Tracy et al.,Br. J. Clin. Pharma.,47,545,1999 PMID:10336579",,dup_22b0047d941c2716,partial_agreement_union,tiered_multisite,verapamil,"[6, 20, 28]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,SGTNSNPWRIOYBX-HHHXNRCGSA-N,[]
"[12, 15]",tiered_multisite,"Matsumoto and Yamazoe,Br. J. Clin. Pharm.,51,133,2001",10.111/j.1365-2125.2001.01292.x.,dup_2fd38411d0d377e4,partial_agreement_union,tiered_multisite,astemizole,[12],[15],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,astemizole,[]
"[12, 15]",tiered_multisite,"Matsumoto and Yamazoe,Br. J. Clin. Pharm.,51,133,2001",10.111/j.1365-2125.2001.01292.x.,dup_2fd38411d0d377e4,partial_agreement_union,tiered_multisite,astemizole,[12],[15],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,astemizole,[]
"[3, 12, 15, 28, 30]",multi_exact,"Matsumoto and Yamazoe,Br. J. Clin. Pharm.,51,133,2001",,dup_2fd38411d0d377e4,partial_agreement_union,tiered_multisite,astemizole,"[12, 15, 30]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,GXDALQBWZGODGZ-UHFFFAOYSA-N,[]
[27],single_exact,"Tracy et al.,Br. J. Clin. Pharmacol.,47,545,1999",10.1046/j.136502125.1999.00923.x.,dup_fa81bb52201e720d,partial_agreement_union,multi_exact,UPKQNCPKPOLASS-AREMUKBSSA-N,[27],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,norverapamil,[]
[27],single_exact,"Tracy et al.,Br. J. Clin. Pharmacol.,47,545,1999",10.1046/j.136502125.1999.00923.x.,dup_fa81bb52201e720d,partial_agreement_union,multi_exact,UPKQNCPKPOLASS-AREMUKBSSA-N,[27],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,norverapamil,[]
"[3, 4, 25, 27]",multi_exact,"Tracy et al.,Br. J. Clin. Pharmacol.,47,545,1999
Wang, B., and S-F. Zhou. ""Synthetic and natural compounds that interact with human cytochrome P450 1A2 and implications in drug development."" Current medicinal chemistry 16.31 (2009): 4066-4218.",,dup_fa81bb52201e720d,partial_agreement_union,multi_exact,UPKQNCPKPOLASS-AREMUKBSSA-N,"[3, 27]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,UPKQNCPKPOLASS-AREMUKBSSA-N,[]
"[2, 9, 17, 19]",tiered_multisite,"Ji et al.,Toxicology Lett.,155,103,2005",10.1016/j.toxlet.2004.9.001,dup_8461764b6fb61c90,partial_agreement_union,tiered_multisite,kr_60436,"[2, 9]",[17],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,kr_60436,[19]
"[2, 9, 17, 19]",tiered_multisite,"Ji et al.,Toxicology Lett.,155,103,2005",10.1016/j.toxlet.2004.9.001,dup_8461764b6fb61c90,partial_agreement_union,tiered_multisite,kr_60436,"[2, 9]",[17],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,kr_60436,[19]
"[2, 9, 17, 19, 20, 23]",multi_exact,"Ji et al.,Toxicology Lett.,155,103,2005, PMID:15585365",,dup_8461764b6fb61c90,partial_agreement_union,tiered_multisite,kr_60436,"[17, 19]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZFDXQUVDLKGYIL-UHFFFAOYSA-N,[]
[12],single_exact,"Kuperman et al.,Drug Metab. Disp.,29,1403,2001",,dup_039059740c41c9e9,partial_agreement_union,single_exact,cp_199331,[12],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,cp_199331,[]
[12],single_exact,"Kuperman et al.,Drug Metab. Disp.,29,1403,2001",,dup_039059740c41c9e9,partial_agreement_union,single_exact,cp_199331,[12],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,cp_199331,[]
"[4, 12]",single_exact,"Kuperman et al.,Drug Metab. Disp.,29,1403,2001 PMID: 11602515",,dup_039059740c41c9e9,partial_agreement_union,single_exact,cp_199331,[12],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,OFYJBLBCZNRWLC-DLUDVSRJSA-N,[]
"[4, 5, 7, 8, 11]",tiered_multisite,"Zhang et al.,Drug Metab. Disp.,35,139,2007",10.1124/dmd.106.011932,dup_d3cc31acc0f71ca5,partial_agreement_union,tiered_multisite,muraglitazar,[4],"[7, 8]",ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,muraglitazar,"[5, 11]"
"[4, 5, 7, 8, 11]",tiered_multisite,"Zhang et al.,Drug Metab. Disp.,35,139,2007",10.1124/dmd.106.011932,dup_d3cc31acc0f71ca5,partial_agreement_union,tiered_multisite,muraglitazar,[4],"[7, 8]",CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,muraglitazar,"[5, 11]"
"[4, 5, 7, 8, 11, 37]",multi_exact,"Zhang et al.,Drug Metab. Disp.,35,139,2007",,dup_d3cc31acc0f71ca5,partial_agreement_union,tiered_multisite,muraglitazar,"[4, 7, 8]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,IRLWJILLXJGJTD-UHFFFAOYSA-N,[]
[7],single_exact,,,dup_2147738622e585d6,single_source,single_exact,peliglitazar,[],[],Peng_external,/Users/deepika/Desktop/books/enzyme_Software/suppl_info/Peng_external_dataset/Peng_external_dataset.sdf,peliglitazar,[]
[8],single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007",10.2133/dmpk.22.336,dup_06def1b828930062,partial_agreement_union,single_exact,CP_677_623,[8],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,CP_677_623,[]
[8],single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007",10.2133/dmpk.22.336,dup_06def1b828930062,partial_agreement_union,single_exact,CP_677_623,[8],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,CP_677_623,[]
"[7, 8]",single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007",,dup_06def1b828930062,partial_agreement_union,single_exact,CP_677_623,[8],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,JGFONUZHXXBGTF-UHFFFAOYSA-N,[]
[22],single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007",10.2133/dmpk.22.336,dup_a61a58252401ceb8,partial_agreement_union,single_exact,CP_122_721,[22],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,CP_122_721,[]
[22],single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007",10.2133/dmpk.22.336,dup_a61a58252401ceb8,partial_agreement_union,single_exact,CP_122_721,[22],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,CP_122_721,[]
"[22, 23]",single_exact,"Obach et al.,Drug Metab. Pharma.,22,336,2007 PMID: 17965517",,dup_a61a58252401ceb8,partial_agreement_union,single_exact,CP_122_721,[22],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,ZIWFCOIGUNPHPM-MJGOQNOKSA-N,[]
"[17, 19]",multi_exact,"Fogelman et al.,Neuropsychopharmacology,20,480,1999",,dup_36e0a57fc3328079,partial_agreement_union,multi_exact,venlafaxine,"[17, 19]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,venlafaxine,[]
"[17, 19]",multi_exact,"Fogelman et al.,Neuropsychopharmacology,20,480,1999",,dup_36e0a57fc3328079,partial_agreement_union,multi_exact,venlafaxine,"[17, 19]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,venlafaxine,[]
"[0, 17, 19]",multi_exact,"Fogelman et al.,Neuropsychopharmacology,20,480,1999
Zhou, S-F., et al. ""Substrates, inducers, inhibitors and structure-activity relationships of human Cytochrome P450 2C9 and implications in drug development."" Current medicinal chemistry 16.27 (2009): 3480-3675",,dup_36e0a57fc3328079,partial_agreement_union,multi_exact,venlafaxine,"[17, 19]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,PNVNVHUZROJLTJ-MRXNPFEDSA-N,[]
"[10, 12]",single_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002, doi 10.1124/dmd.30.9.1035, PMID:12167570",,dup_4236c0af301e44d9,single_source,single_exact,CFAVOGVJXCIQLR-AWEZNQCLSA-N,[12],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,CFAVOGVJXCIQLR-AWEZNQCLSA-N,[]
"[3, 7]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002",10.1124/dmd.30.9.1035,dup_3addf8a315794900,exact_agreement,multi_exact,methoxychlor_mono_OH,"[3, 7]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,methoxychlor_mono_OH,[]
"[3, 7]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002",10.1124/dmd.30.9.1035,dup_3addf8a315794900,exact_agreement,multi_exact,methoxychlor_mono_OH,"[3, 7]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,methoxychlor_mono_OH,[]
"[3, 7]",multi_exact,"Hu et al.,Drug Metab. Disp.,30,1035,2002, doi 10.1124/dmd.30.9.1035, PMID:12167570
D. M. Stresser, D. Kupfer, Biochemistry 1997, 36, 2203-2210, doe 10.1021/bi962129k, PMID:9047321",,dup_3addf8a315794900,exact_agreement,multi_exact,methoxychlor_mono_OH,"[3, 7]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,BUZUQNXGKRJIJT-CQSZACIVSA-N,[]
"[6, 11]",multi_exact,"Sutton et al.,J. Pham. Exp. Ther.,282,294,1997",,dup_9b35ae8727c0f1b7,partial_agreement_union,multi_exact,diltiazem,"[6, 11]",[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,diltiazem,[]
"[6, 11]",multi_exact,"Sutton et al.,J. Pham. Exp. Ther.,282,294,1997",,dup_9b35ae8727c0f1b7,partial_agreement_union,multi_exact,diltiazem,"[6, 11]",[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,diltiazem,[]
"[5, 6, 11]",multi_exact,"Sutton et al.,J. Pham. Exp. Ther.,282,294,1997
D. Sutton et al., J. Pharm. Exp. Ther., 1997, 282, 294-300
Molden et al.,Eur. J. Clin. Pharm.,56,575,2000",,dup_9b35ae8727c0f1b7,partial_agreement_union,multi_exact,diltiazem,"[6, 11]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,HSUGRBWQSSZJOP-RTWAWAEBSA-N,[]
"[24, 30]",tiered_multisite,"Cui et al.,Drug Metab. Disp.,32,848,2004",10.1124/dmd.32.8.848,dup_8083ae6afff780f2,partial_agreement_union,tiered_multisite,compound_A,[24],[30],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,compound_A,[]
"[24, 30]",tiered_multisite,"Cui et al.,Drug Metab. Disp.,32,848,2004",10.1124/dmd.32.8.848,dup_8083ae6afff780f2,partial_agreement_union,tiered_multisite,compound_A,[24],[30],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,compound_A,[]
"[24, 30]",multi_exact,"Cui et al.,Drug Metab. Disp.,32,848,2004",,dup_8083ae6afff780f2,partial_agreement_union,tiered_multisite,compound_A,"[24, 30]",[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,HGFOOLONGOBCMP-IBGZPJMESA-N,[]
[8],single_exact,"B.C. Jones et al., Xenobiotica, 1997, 27, 1025-1037",,dup_bfee1c4aed54072a,partial_agreement_union,single_exact,4-nitroanisole,[8],[],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,4-nitroanisole,[]
[8],single_exact,"B.C. Jones et al., Xenobiotica, 1997, 27, 1025-1037",,dup_bfee1c4aed54072a,partial_agreement_union,single_exact,4-nitroanisole,[8],[],CYP_DBs_external,/Users/deepika/Desktop/books/enzyme_Software/CYP_DBs/3A4.sdf,4-nitroanisole,[]
"[1, 8]",single_exact,"B.C. Jones et al., Xenobiotica, 1997, 27, 1025-1037",,dup_bfee1c4aed54072a,partial_agreement_union,single_exact,4-nitroanisole,[8],[],MetXBioDB,/Users/deepika/Desktop/books/enzyme_Software/metxbio data.cleaned.sdf,BNUHAJGCKIQFGE-UHFFFAOYSA-N,[]
"[0, 14, 19, 22]",tiered_multisite,"Abelo et al.,Drug Metab. Disp.,28,966,2000",,dup_fcf909d1d68c7f33,partial_agreement_union,tiered_multisite,omeprazole,"[0, 14]",[22],ATTNSOM,/Users/deepika/Desktop/books/enzyme_Software/data/ATTNSOM/cyp_dataset/3A4.sdf,omeprazole,[19]
